state,employ_est2,employ_w2,povcat11_1_est2,povcat11_1_w2,povcat11_2_est2,povcat11_2_w2,povcat11_3_est2,povcat11_3_w2,povcat11_4_est2,povcat11_4_w2,povcat11_5_est2,povcat11_5_w2,povcat11_6_est2,povcat11_6_w2,povcat11_7_est2,povcat11_7_w2,povcat11_8_est2,povcat11_8_w2,povcat11_9_est2,povcat11_9_w2,povcat11_10_est2,povcat11_10_w2,povcat11_11_est2,povcat11_11_w2,povcat11_kids_1_est2,povcat11_kids_1_w2,povcat11_kids_2_est2,povcat11_kids_2_w2,povcat11_kids_3_est2,povcat11_kids_3_w2,povcat11_kids_4_est2,povcat11_kids_4_w2,povcat11_kids_5_est2,povcat11_kids_5_w2,povcat11_kids_6_est2,povcat11_kids_6_w2,povcat11_kids_7_est2,povcat11_kids_7_w2,povcat11_kids_8_est2,povcat11_kids_8_w2,povcat11_kids_9_est2,povcat11_kids_9_w2,povcat11_kids_10_est2,povcat11_kids_10_w2,povcat11_kids_11_est2,povcat11_kids_11_w2,povcat11_adults_1_est2,povcat11_adults_1_w2,povcat11_adults_2_est2,povcat11_adults_2_w2,povcat11_adults_3_est2,povcat11_adults_3_w2,povcat11_adults_4_est2,povcat11_adults_4_w2,povcat11_adults_5_est2,povcat11_adults_5_w2,povcat11_adults_6_est2,povcat11_adults_6_w2,povcat11_adults_7_est2,povcat11_adults_7_w2,povcat11_adults_8_est2,povcat11_adults_8_w2,povcat11_adults_9_est2,povcat11_adults_9_w2,povcat11_adults_10_est2,povcat11_adults_10_w2,povcat11_adults_11_est2,povcat11_adults_11_w2,elig_est2,elig_w2,elig_all_adult_est2,elig_all_adult_w2,elig_all_child_est2,elig_all_child_w2
state_Michigan,0.721363446,4512005,0.081393837,659741,0.06331213,513179,0.070313391,569928,0.080233149,650333,0.082861968,671641,0.084197351,682465,0.076195664,617607,0.065661264,532220,0.06470081,524435,0.050745539,411320,0.280384897,2272671,0.094379304,211501,0.080888705,181269,0.096216903,215619,0.09974395,223523,0.098619882,221004,0.088334595,197955,0.077724001,174177,0.062216863,139426,0.058024925,130032,0.044080504,98783,0.199770367,447679,0.076431835,448240,0.056595775,331910,0.060415151,354309,0.072777689,426810,0.076840561,450637,0.08261643,484510,0.075611656,443430,0.066977437,392794,0.067251796,394403,0.05329238,312537,0.311189291,1824992,0.250408856,2029699,0.192355384,1128082,0.402333724,901617
state_Minnesota,0.798382473,2855866,0.054732499,257961,0.046157718,217547,0.051561565,243016,0.055325312,260755,0.06906949,325533,0.072117363,339898,0.070884634,334088,0.070161122,330678,0.071907523,338909,0.059188356,278962,0.378894419,1785776,0.057763319,78763,0.055181083,75242,0.071491485,97482,0.072695697,99124,0.089317053,121788,0.083139048,113364,0.078144721,106554,0.068985521,94065,0.068575561,93506,0.050480842,68833,0.30422567,414826,0.053498711,179198,0.042484482,142305,0.043448484,145534,0.048254167,161631,0.060827102,203745,0.067630649,226534,0.067929195,227534,0.070639687,236613,0.0732639,245403,0.062733015,210129,0.409290609,1370950,0.218571847,1030156,0.141554334,474147,0.407766656,556009
state_Mississippi,0.658709641,1209769,0.113301513,274483,0.088238244,213765,0.102946889,249398,0.106803919,258742,0.094055574,227858,0.087505144,211989,0.071090474,172223,0.064187116,155499,0.05561612,134735,0.041440376,100393,0.17481463,423504,0.135434022,97545,0.10666861,76827,0.128244752,92367,0.123631012,89044,0.102735199,73994,0.091357048,65799,0.06552538,47194,0.05489559,39538,0.048467178,34908,0.032787682,23615,0.110253527,79409,0.103937559,176938,0.080440615,136938,0.092243717,157031,0.099684612,169698,0.090383347,153864,0.085875458,146190,0.073444987,125029,0.06811823,115961,0.058640737,99827,0.04510121,76778,0.202129528,344095,0.197695936,478936,0.062671638,106689,0.516837443,372247
state_Missouri,0.743771891,2870810,0.071851504,363295,0.05486283,277397,0.082966588,419495,0.086357085,436638,0.089064458,450327,0.086149616,435589,0.080026827,404631,0.070153586,354710,0.058191026,294225,0.054286902,274485,0.266089579,1345400,0.076255088,110152,0.064666464,93412,0.116604131,168437,0.107096475,154703,0.107016864,154588,0.097027386,140158,0.081688035,118000,0.062853405,90793,0.050885415,73505,0.045422009,65613,0.190484728,275159,0.070090252,253143,0.05094178,183985,0.069512957,251058,0.078062183,281935,0.081884235,295739,0.081798956,295431,0.079362412,286631,0.073073358,263917,0.061112969,220720,0.057832494,208872,0.296328404,1070241,0.300289625,1518322,0.190405441,687682,0.575028383,830640
state_Montana,0.751447109,522001,0.070264845,63286,0.052393863,47190,0.07634693,68764,0.086029635,77485,0.089215014,80354,0.099321844,89457,0.070612361,63599,0.071084228,64024,0.061400412,55302,0.061331575,55240,0.261999294,235977,0.066761777,16519,0.067266966,16644,0.106299913,26302,0.105115749,26009,0.101733001,25172,0.113000744,27960,0.067832778,16784,0.075774354,18749,0.049738918,12307,0.061823046,15297,0.184652753,45689,0.071591713,46767,0.046760332,30546,0.065001546,42462,0.078800329,51476,0.084473537,55182,0.094140645,61497,0.071665192,46815,0.069307734,45275,0.065817472,42995,0.061145418,39943,0.291296081,190288,0.265958533,239543,0.179156091,117033,0.495125934,122510
state_Nebraska,0.798905664,970803,0.056416211,92313,0.049586716,81138,0.060212616,98525,0.091994365,150529,0.095342804,156008,0.099164877,162262,0.069899192,114375,0.07436724,121686,0.059316073,97058,0.05442756,89059,0.289272346,473332,0.044518304,22556,0.055109066,27922,0.085831353,43488,0.121237181,61427,0.11221352,56855,0.114323383,57924,0.06577088,33324,0.074291252,37641,0.058166294,29471,0.040855156,20700,0.227683611,115360,0.061752789,69757,0.047109773,53216,0.048721823,55037,0.078878062,89102,0.087775768,99153,0.09236582,104338,0.071750868,81051,0.074401324,84045,0.059831784,67587,0.060515201,68359,0.316896789,357972,0.216041826,353506,0.15798275,178460,0.345484617,175046
state_Nevada,0.72383688,1475949,0.064204887,169474,0.052808381,139392,0.079355398,209465,0.088532612,233689,0.091252362,240868,0.084185331,222214,0.08059764,212744,0.073499923,194009,0.067957755,179380,0.050896335,134345,0.266709375,704001,0.073534563,53111,0.076613791,55335,0.123300644,89055,0.114928301,83008,0.109739027,79260,0.088364423,63822,0.08014438,57885,0.06790085,49042,0.058204882,42039,0.041889405,30255,0.165379732,119447,0.06069038,116363,0.043840836,84057,0.062801136,120410,0.078589303,150681,0.084288398,161608,0.082611059,158392,0.080768384,154859,0.075609105,144967,0.071631682,137341,0.054289264,104090,0.304880453,584554,0.227755087,601178,0.164462725,315328,0.395772154,285850
state_New Hampshire,0.784921844,704465,0.056566009,62938,0.025777268,28681,0.038711289,43072,0.050115625,55761,0.048161726,53587,0.073436589,81709,0.069266353,77069,0.068449382,76160,0.063084698,70191,0.070791545,78766,0.435639515,484713,0.05216923,13950,0.029659797,7931,0.056339029,15065,0.065834203,17604,0.061234335,16374,0.106915134,28589,0.080804341,21607,0.075134911,20091,0.067681629,18098,0.074364526,19885,0.329862864,88205,0.057956955,48988,0.024549008,20750,0.033134654,28007,0.045142964,38157,0.044026132,37213,0.062845461,53120,0.065616245,55462,0.066334378,56069,0.061630433,52093,0.069661212,58881,0.469102559,396508,0.19097881,212492,0.121516999,102712,0.410547534,109780
state_New Jersey,0.749214122,4401125,0.054281481,414704,0.044037864,336444,0.053987105,412455,0.060725168,463933,0.0623981,476714,0.060870982,465047,0.058399216,446163,0.054639209,417437,0.053340367,407514,0.050983,389504,0.446337508,3409965,0.059061401,125431,0.065015051,138075,0.07569433,160755,0.078205938,166089,0.071416968,151671,0.06863932,145772,0.058815608,124909,0.055175801,117179,0.047671583,101242,0.047967288,101870,0.372336714,790746,0.05244119,289273,0.035961554,198369,0.045629726,251700,0.053994994,297844,0.058925796,325043,0.057880138,319275,0.058238903,321254,0.054432619,300258,0.055522874,306272,0.052144062,287634,0.474828145,2619219,0.23005021,1757556,0.133293003,735263,0.481364706,1022293
state_New Mexico,0.686121805,891664,0.096851403,163678,0.081490375,137718,0.100036036,169060,0.102214154,172741,0.080417588,135905,0.090370895,152726,0.071313398,120519,0.068035865,114980,0.04935115,83403,0.043602599,73688,0.216316537,365573,0.113797922,54477,0.110405521,52853,0.124495265,59598,0.130899884,62664,0.087724062,41995,0.097886643,46860,0.069466929,33255,0.061046506,29224,0.045515409,21789,0.029884044,14306,0.128877813,61696,0.090153838,109201,0.070062595,84865,0.090369314,109462,0.090877044,110077,0.07752994,93910,0.087400539,105866,0.072043155,87264,0.070798184,85756,0.050867104,61614,0.049024416,59382,0.250873873,303877,0.369709661,624806,0.249099708,301728,0.674883073,323078
state_New York,0.717870487,8934629,0.089895844,1432233,0.062391752,994034,0.064432533,1026548,0.069789252,1111892,0.064251515,1023664,0.065011363,1035770,0.061167497,974529,0.05933397,945317,0.054570579,869426,0.047922821,763513,0.361232874,5755212,0.105571455,442983,0.089898617,377219,0.090640505,380332,0.087734676,368139,0.077434272,324918,0.066599079,279453,0.061204957,256819,0.055070139,231077,0.047840004,200739,0.043649633,183156,0.274356663,1151214,0.084291283,989250,0.052557117,616815,0.055062295,646216,0.063373156,743753,0.059538233,698746,0.0644437,756317,0.061154103,717710,0.060858434,714240,0.056976988,668687,0.04945063,580357,0.39229406,4603998,0.310400902,4945350,0.193052728,2265684,0.63861647,2679666
state_North Carolina,0.726908805,4997743,0.083878164,748056,0.06133681,547024,0.07528522,671421,0.085025348,758287,0.082779084,738254,0.083765924,747055,0.075197536,670639,0.065299757,582367,0.056890591,507371,0.049010334,437092,0.281531232,2510798,0.09645337,237857,0.087637179,216116,0.104540048,257799,0.106081797,261601,0.091863403,226538,0.086990391,214521,0.07364141,181602,0.056857355,140212,0.048182282,118819,0.038617114,95231,0.209135652,515735,0.079072019,510199,0.051285016,330908,0.064104255,413622,0.076977738,496686,0.079307128,511716,0.082533558,532534,0.075792275,489037,0.068526376,442155,0.060218839,388552,0.052982541,341861,0.309200254,1995063,0.2562803,2285601,0.191252063,1234022,0.426425702,1051579
state_North Dakota,0.813072113,395175,0.073628808,47801,0.040331723,26184,0.039621636,25723,0.061517276,39938,0.089671234,58216,0.078477733,50949,0.078904402,51226,0.068758318,44639,0.074078581,48093,0.063279402,41082,0.331730888,215365,0.07449607,14188,0.040996991,7808,0.043081495,8205,0.0648874,12358,0.109785616,20909,0.093450878,17798,0.072154285,13742,0.065144681,12407,0.087333883,16633,0.081190635,15463,0.267478065,50942,0.073268768,33613,0.040055541,18376,0.038185294,17518,0.060118187,27580,0.081320856,37307,0.072261712,33151,0.081706676,37484,0.070258499,32232,0.068575713,31460,0.055843649,25619,0.358405102,164423,0.177096683,114974,0.153630524,70480,0.233621943,44494
